Short_Name,Full_Name
B19131m64,"Other family:  Male householder, no wife present:  No own children under 18 years:  $40,000 to $44,999:   Families -- (Margin of Error)"
B19131e65,"Other family:  Male householder, no wife present:  No own children under 18 years:  $45,000 to $49,999:   Families -- (Estimate)"
B19131m65,"Other family:  Male householder, no wife present:  No own children under 18 years:  $45,000 to $49,999:   Families -- (Margin of Error)"
B19131e66,"Other family:  Male householder, no wife present:  No own children under 18 years:  $50,000 to $59,999:   Families -- (Estimate)"
B19131m66,"Other family:  Male householder, no wife present:  No own children under 18 years:  $50,000 to $59,999:   Families -- (Margin of Error)"
B19131e67,"Other family:  Male householder, no wife present:  No own children under 18 years:  $60,000 to $74,999:   Families -- (Estimate)"
B19131m67,"Other family:  Male householder, no wife present:  No own children under 18 years:  $60,000 to $74,999:   Families -- (Margin of Error)"
B19131e68,"Other family:  Male householder, no wife present:  No own children under 18 years:  $75,000 to $99,999:   Families -- (Estimate)"
B19131m68,"Other family:  Male householder, no wife present:  No own children under 18 years:  $75,000 to $99,999:   Families -- (Margin of Error)"
B19131e69,"Other family:  Male householder, no wife present:  No own children under 18 years:  $100,000 to $124,999:   Families -- (Estimate)"
B19131m69,"Other family:  Male householder, no wife present:  No own children under 18 years:  $100,000 to $124,999:   Families -- (Margin of Error)"
B19131e70,"Other family:  Male householder, no wife present:  No own children under 18 years:  $125,000 to $149,999:   Families -- (Estimate)"
B19131m70,"Other family:  Male householder, no wife present:  No own children under 18 years:  $125,000 to $149,999:   Families -- (Margin of Error)"
B19131e71,"Other family:  Male householder, no wife present:  No own children under 18 years:  $150,000 to $199,999:   Families -- (Estimate)"
B19131m71,"Other family:  Male householder, no wife present:  No own children under 18 years:  $150,000 to $199,999:   Families -- (Margin of Error)"
B19131e72,"Other family:  Male householder, no wife present:  No own children under 18 years:  $200,000 or more:   Families -- (Estimate)"
B19131m72,"Other family:  Male householder, no wife present:  No own children under 18 years:  $200,000 or more:   Families -- (Margin of Error)"
B19131e73,"Other family:  Female householder, no husband present:   Families -- (Estimate)"
B19131m73,"Other family:  Female householder, no husband present:   Families -- (Margin of Error)"
B19131e74,"Other family:  Female householder, no husband present:  With own children under 18 years:   Families -- (Estimate)"
B19131m74,"Other family:  Female householder, no husband present:  With own children under 18 years:   Families -- (Margin of Error)"
B19131e75,"Other family:  Female householder, no husband present:  With own children under 18 years:  Less than $10,000:   Families -- (Estimate)"
B19131m75,"Other family:  Female householder, no husband present:  With own children under 18 years:  Less than $10,000:   Families -- (Margin of Error)"
B19131e76,"Other family:  Female householder, no husband present:  With own children under 18 years:  $10,000 to $14,999:   Families -- (Estimate)"
B19131m76,"Other family:  Female householder, no husband present:  With own children under 18 years:  $10,000 to $14,999:   Families -- (Margin of Error)"
B19131e77,"Other family:  Female householder, no husband present:  With own children under 18 years:  $15,000 to $19,999:   Families -- (Estimate)"
B19131m77,"Other family:  Female householder, no husband present:  With own children under 18 years:  $15,000 to $19,999:   Families -- (Margin of Error)"
B19131e78,"Other family:  Female householder, no husband present:  With own children under 18 years:  $20,000 to $24,999:   Families -- (Estimate)"
B19131m78,"Other family:  Female householder, no husband present:  With own children under 18 years:  $20,000 to $24,999:   Families -- (Margin of Error)"
B19131e79,"Other family:  Female householder, no husband present:  With own children under 18 years:  $25,000 to $29,999:   Families -- (Estimate)"
B19131m79,"Other family:  Female householder, no husband present:  With own children under 18 years:  $25,000 to $29,999:   Families -- (Margin of Error)"
B19131e80,"Other family:  Female householder, no husband present:  With own children under 18 years:  $30,000 to $34,999:   Families -- (Estimate)"
B19131m80,"Other family:  Female householder, no husband present:  With own children under 18 years:  $30,000 to $34,999:   Families -- (Margin of Error)"
B19131e81,"Other family:  Female householder, no husband present:  With own children under 18 years:  $35,000 to $39,999:   Families -- (Estimate)"
B19131m81,"Other family:  Female householder, no husband present:  With own children under 18 years:  $35,000 to $39,999:   Families -- (Margin of Error)"
B19131e82,"Other family:  Female householder, no husband present:  With own children under 18 years:  $40,000 to $44,999:   Families -- (Estimate)"
B19131m82,"Other family:  Female householder, no husband present:  With own children under 18 years:  $40,000 to $44,999:   Families -- (Margin of Error)"
B19131e83,"Other family:  Female householder, no husband present:  With own children under 18 years:  $45,000 to $49,999:   Families -- (Estimate)"
B19131m83,"Other family:  Female householder, no husband present:  With own children under 18 years:  $45,000 to $49,999:   Families -- (Margin of Error)"
B19131e84,"Other family:  Female householder, no husband present:  With own children under 18 years:  $50,000 to $59,999:   Families -- (Estimate)"
B19131m84,"Other family:  Female householder, no husband present:  With own children under 18 years:  $50,000 to $59,999:   Families -- (Margin of Error)"
B19131e85,"Other family:  Female householder, no husband present:  With own children under 18 years:  $60,000 to $74,999:   Families -- (Estimate)"
B19131m85,"Other family:  Female householder, no husband present:  With own children under 18 years:  $60,000 to $74,999:   Families -- (Margin of Error)"
B19131e86,"Other family:  Female householder, no husband present:  With own children under 18 years:  $75,000 to $99,999:   Families -- (Estimate)"
B19131m86,"Other family:  Female householder, no husband present:  With own children under 18 years:  $75,000 to $99,999:   Families -- (Margin of Error)"
B19131e87,"Other family:  Female householder, no husband present:  With own children under 18 years:  $100,000 to $124,999:   Families -- (Estimate)"
B19131m87,"Other family:  Female householder, no husband present:  With own children under 18 years:  $100,000 to $124,999:   Families -- (Margin of Error)"
B19131e88,"Other family:  Female householder, no husband present:  With own children under 18 years:  $125,000 to $149,999:   Families -- (Estimate)"
B19131m88,"Other family:  Female householder, no husband present:  With own children under 18 years:  $125,000 to $149,999:   Families -- (Margin of Error)"
B19131e89,"Other family:  Female householder, no husband present:  With own children under 18 years:  $150,000 to $199,999:   Families -- (Estimate)"
B19131m89,"Other family:  Female householder, no husband present:  With own children under 18 years:  $150,000 to $199,999:   Families -- (Margin of Error)"
B19131e90,"Other family:  Female householder, no husband present:  With own children under 18 years:  $200,000 or more:   Families -- (Estimate)"
B19131m90,"Other family:  Female householder, no husband present:  With own children under 18 years:  $200,000 or more:   Families -- (Margin of Error)"
B19131e91,"Other family:  Female householder, no husband present:  No own children under 18 years:   Families -- (Estimate)"
B19131m91,"Other family:  Female householder, no husband present:  No own children under 18 years:   Families -- (Margin of Error)"
B19131e92,"Other family:  Female householder, no husband present:  No own children under 18 years:  Less than $10,000:   Families -- (Estimate)"
B19131m92,"Other family:  Female householder, no husband present:  No own children under 18 years:  Less than $10,000:   Families -- (Margin of Error)"
B19131e93,"Other family:  Female householder, no husband present:  No own children under 18 years:  $10,000 to $14,999:   Families -- (Estimate)"
B19131m93,"Other family:  Female householder, no husband present:  No own children under 18 years:  $10,000 to $14,999:   Families -- (Margin of Error)"
B19131e94,"Other family:  Female householder, no husband present:  No own children under 18 years:  $15,000 to $19,999:   Families -- (Estimate)"
B19131m94,"Other family:  Female householder, no husband present:  No own children under 18 years:  $15,000 to $19,999:   Families -- (Margin of Error)"
B19131e95,"Other family:  Female householder, no husband present:  No own children under 18 years:  $20,000 to $24,999:   Families -- (Estimate)"
B19131m95,"Other family:  Female householder, no husband present:  No own children under 18 years:  $20,000 to $24,999:   Families -- (Margin of Error)"
B19131e96,"Other family:  Female householder, no husband present:  No own children under 18 years:  $25,000 to $29,999:   Families -- (Estimate)"
B19131m96,"Other family:  Female householder, no husband present:  No own children under 18 years:  $25,000 to $29,999:   Families -- (Margin of Error)"
B19131e97,"Other family:  Female householder, no husband present:  No own children under 18 years:  $30,000 to $34,999:   Families -- (Estimate)"
B19131m97,"Other family:  Female householder, no husband present:  No own children under 18 years:  $30,000 to $34,999:   Families -- (Margin of Error)"
B19131e98,"Other family:  Female householder, no husband present:  No own children under 18 years:  $35,000 to $39,999:   Families -- (Estimate)"
B19131m98,"Other family:  Female householder, no husband present:  No own children under 18 years:  $35,000 to $39,999:   Families -- (Margin of Error)"
B19131e99,"Other family:  Female householder, no husband present:  No own children under 18 years:  $40,000 to $44,999:   Families -- (Estimate)"
B19131m99,"Other family:  Female householder, no husband present:  No own children under 18 years:  $40,000 to $44,999:   Families -- (Margin of Error)"
